バック,バック,back,2,4,7
発想,はっそう,idea; way of thinking (same as 考え方 (かんがえかた)),2,4,7
発電,はつでん,"generation (e.g., power)",2,4,7
発売,はつばい,sale,2,4,7
話合い,はなしあい,"discussion, talk",2,4,7
話し掛ける,はなしかける,"to accost a person, to talk (to someone)",2,4,7
話中,はなしちゅう,"while talking, the line is busy",2,4,7
甚だしい,はなはだしい,"extreme, excessive, terrible",2,4,7
花火,はなび,fireworks,2,4,7
花嫁,はなよめ,bride,2,4,7
ばね,ばね,"spring (e.g., coil, leaf)",2,4,7
跳ねる,はねる,"to jump, to leap",2,4,7
破片,はへん,"fragment, broken piece",2,4,7
